user_id,total_revenue,currency,total_posts,average_schedule_seconds,total_twitter_post,total_facebook_post,total_pinterest_post,total_instagram_post,total_instagram_story,total_linkedin_post,total_tiktok_post,suggested_hashtags_count,suggested_time_count
3839050576817303409,,,,,,,,,,,,16,0
3844160139004387007,19.00,usd,1,,0,0,0,1,0,0,0,1,2
3986895593230993009,9.00,usd,3,41438.0,0,0,0,3,0,0,0,0,1
4070600634174598760,9.00,usd,1,237616.0,0,0,0,1,0,0,0,,
409281261773253260,190.00,usd,1,,0,0,1,0,0,0,0,,
4271530872297473429,9.00,usd,2,428455.0,0,1,0,1,0,0,0,6,1
4455370027148535626,90.00,usd,2,495028.5,0,2,0,0,0,0,0,5,0
4741718102674847399,19.00,usd,1,424814.0,0,0,0,1,0,0,0,17,0
4768931682203370677,9.00,usd,2,176427.0,0,0,2,0,0,0,0,,
4978342474009988204,,,,,,,,,,,,0,1
4985784103031529678,15.00,usd,2,396047.0,0,1,0,1,0,0,0,,
4996316765189652084,60.00,usd,4,426624.5,0,3,0,0,0,1,0,0,3
5320916133849513120,254.49,usd,,,,,,,,,,6,0
5407195317730610973,38.00,usd,3,328807.6666666667,0,0,0,3,0,0,0,,
5524528471222428435,30.00,usd,1,590411.0,0,0,0,1,0,0,0,0,1
5576115520278319740,9.00,usd,,,,,,,,,,0,1
5670672888781648997,,,,,,,,,,,,0,1
5727659986948294828,,,2,313236.0,0,0,1,1,0,0,0,37,0
5729826701369319695,9.00,usd,2,160248.0,0,2,0,0,0,0,0,,
5847447128382439330,14.50,usd,,,,,,,,,,16,1
5902818455274119088,15.00,usd,1,554436.0,0,1,0,0,0,0,0,0,1
6268424480226479132,19.00,usd,2,343817.5,0,0,0,2,0,0,0,18,0
6495068034202153806,19.00,usd,1,,0,0,0,1,0,0,0,,
6552286052176839233,9.00,usd,1,273645.0,0,1,0,0,0,0,0,0,1
6615988151573634834,38.00,usd,,,,,,,,,,18,2
6693997533217347721,90.00,usd,,,,,,,,,,8,2
6752563516709015,9.00,usd,1,252007.0,0,1,0,0,0,0,0,5,1
7088253617176618334,9.00,usd,2,46847.0,0,0,0,2,0,0,0,5,1
7099117337166298266,,,1,118837.0,0,0,1,0,0,0,0,17,0
7113670695336575329,,,1,190803.0,0,0,0,1,0,0,0,1,0
7266039444830636882,290.00,usd,,,,,,,,,,,
7271868860937558813,19.00,usd,1,403238.0,0,0,0,1,0,0,0,6,0
734470456416638054,58.00,usd,2,279035.0,0,0,0,2,0,0,0,16,0
745055218782987159,,,1,,0,0,0,1,0,0,0,12,0
7543054622472678136,,,,,,,,,,,,11,1
7702768847280935189,180.00,usd,1,475211.0,0,0,0,1,0,0,0,30,2
8061019377516900782,90.00,usd,2,484228.5,0,0,0,2,0,0,0,0,2
8107023015270082429,58.00,usd,,,,,,,,,,24,1
8133606020858745295,9.00,usd,1,442822.0,0,0,1,0,0,0,0,8,0
8301738370132977935,19.00,usd,3,568810.5,0,0,1,2,0,0,0,0,1
8454214076257647688,38.00,usd,1,705611.0,0,0,0,1,0,0,0,0,2
8462136802401720537,190.00,usd,,,,,,,,,,2,0
8594527606117830834,9.00,usd,2,477030.0,0,1,0,1,0,0,0,,
8665625917038111273,9.00,usd,1,,0,0,0,1,0,0,0,0,1
8666183094804471263,9.00,usd,2,469808.0,0,1,0,1,0,0,0,,
8767231092248668496,19.00,usd,1,676859.0,0,0,0,1,0,0,0,9,0
906858557880582351,9.00,usd,1,457247.0,0,0,0,1,0,0,0,,
9124646269596888897,19.00,usd,,,,,,,,,,24,0
9135618290737507025,0.00,usd,1,291622.0,0,0,0,1,0,0,0,0,1
937806310627847700,9.00,usd,3,441022.0,0,0,0,3,0,0,0,7,1
987638174930970402,9.00,usd,5,264634.25,0,1,1,3,0,0,0,6,1
-1011253794481586943,25.00,usd,3,622847.0,0,0,0,3,0,0,0,25,1
-1017687698153815467,19.00,usd,,,,,,,,,,19,2
-1038363389541920354,9.00,usd,1,151225.0,0,1,0,0,0,0,0,2,1
-109011755562154521,190.00,usd,1,,0,0,0,1,0,0,0,,
-1509685580622173438,30.00,usd,1,172818.0,0,0,0,0,1,0,0,8,0
-1662873231559844541,29.00,usd,3,,0,0,0,3,0,0,0,,
-1780081582056851229,19.00,usd,1,666047.0,0,0,0,1,0,0,0,0,1
-1816288720762905778,180.00,usd,3,202815.33333333334,0,0,1,2,0,0,0,26,1
-1854890059657287137,,,1,226841.0,0,0,0,1,0,0,0,4,0
-1870319293094726312,,,1,478819.0,1,0,0,0,0,0,0,0,1
-2032821656133550502,19.00,usd,1,86441.0,0,0,0,1,0,0,0,2,1
-2056908284713142435,,,1,572401.0,0,0,0,1,0,0,0,7,0
-2182510358837149662,,,1,378029.0,0,0,0,1,0,0,0,1,0
-2213769260496007155,190.00,usd,2,118855.0,0,0,1,0,0,0,1,7,0
-2370894736021641694,,,1,,0,0,0,1,0,0,0,9,0
-2373581491876048805,15.00,usd,3,,0,0,0,3,0,0,0,1,1
-2382903213048674518,,,2,351037.5,0,0,0,2,0,0,0,16,2
-2455385640091251772,,,,,,,,,,,,1,0
-2514204408906153320,,,1,381655.0,0,0,0,1,0,0,0,,
-2548807080005931405,,,1,421202.0,0,0,0,1,0,0,0,23,2
-2620441717010486205,38.00,usd,1,97227.0,1,0,0,0,0,0,0,0,1
-2662757816724741224,19.00,usd,2,291646.5,0,1,0,1,0,0,0,3,0
-2674342492323046954,98.00,usd,2,230430.0,0,0,0,2,0,0,0,,
-268214701487380553,,,,,,,,,,,,0,1
-2687975194302478500,130.00,usd,3,552012.0,0,1,0,2,0,0,0,0,2
-2707441373298991846,360.00,usd,3,495045.5,0,1,1,1,0,0,0,9,0
-2753327515537954325,,,1,,0,0,0,1,0,0,0,3,0
-3021923174902455193,,,2,392414.0,0,1,0,1,0,0,0,,
-3109136042649479637,,,,,,,,,,,,10,0
-3253625254384155545,69.00,usd,1,522043.0,0,0,0,1,0,0,0,,
-3296602282067995138,,,1,356402.0,0,0,0,1,0,0,0,16,2
-336626618418294658,,,1,,0,0,0,1,0,0,0,,
-3579608920214316647,9.00,usd,1,532804.0,0,0,0,1,0,0,0,0,1
-3828659330890726126,65.00,usd,2,534609.5,0,0,0,2,0,0,0,0,1
-3906993654513397130,,,1,662459.0,0,1,0,0,0,0,0,18,1
-4050445996044247286,9.00,usd,1,280811.0,0,0,0,1,0,0,0,16,2
-4286172567127631028,9.00,usd,4,268834.3333333333,0,1,0,3,0,0,0,0,1
-4425842767997380044,19.00,usd,1,,0,0,0,1,0,0,0,,
-4557132270215826663,15.00,usd,1,,0,1,0,0,0,0,0,0,1
-4592934287103256355,25.00,usd,5,217242.33333333334,0,1,1,3,0,0,0,,
-4860285129545318360,38.00,usd,4,14409.0,0,1,1,2,0,0,0,0,1
-500719461183613200,15.00,usd,1,644424.0,0,1,0,0,0,0,0,23,0
-5022421683051583329,9.00,usd,,,,,,,,,,0,1
-5036816593210231215,6.90,usd,1,511227.0,0,0,0,1,0,0,0,2,2
-5138413475633219409,,,1,658823.0,0,0,0,1,0,0,0,,
-5175284998304025750,0.00,usd,2,7224.0,0,0,0,2,0,0,0,0,1
-5300411654154141530,9.00,usd,2,,1,0,0,1,0,0,0,6,0
-5305161024246884915,,,3,457209.6666666667,0,1,1,1,0,0,0,35,0
-531292023836741540,90.00,usd,1,,1,0,0,0,0,0,0,2,1
-5313913562850246890,19.00,usd,1,10825.0,0,0,0,1,0,0,0,5,1
-5361365732557869423,,,,,,,,,,,,4,2
-5418137293313230852,15.00,usd,1,396034.0,0,1,0,0,0,0,0,0,1
-5600976266918900866,19.00,usd,1,68457.0,0,1,0,0,0,0,0,0,1
-5752517459515121333,,,3,354035.3333333333,0,2,0,1,0,0,0,17,1
-5779102269398185527,0.00,usd,,,,,,,,,,8,0
-5782434578943558089,9.00,usd,1,32456.0,0,0,0,1,0,0,0,,
-5814084555796310497,19.00,usd,,,,,,,,,,0,1
-5982914650147783627,,,1,,0,0,0,1,0,0,0,,
-6116842102095942365,15.00,usd,,,,,,,,,,4,3
-6557482328861525288,9.00,usd,1,255655.0,0,1,0,0,0,0,0,1,0
-6725454117238118436,,,,,,,,,,,,8,1
-6736799695663043064,,,1,241236.0,0,1,0,0,0,0,0,0,1
-6873334347618768791,58.00,usd,3,383431.0,0,0,0,3,0,0,0,0,1
-7019467676776992294,,,1,,0,0,0,1,0,0,0,4,1
-7076087206564394361,19.00,usd,,,,,,,,,,9,0
-7201992111568131647,30.00,usd,2,284449.0,0,0,0,2,0,0,0,19,1
-7223284089677541480,9.00,usd,1,482420.0,0,1,0,0,0,0,0,,
-7272374539742345424,0.00,usd,1,565259.0,0,0,0,1,0,0,0,8,1
-7283515022223858389,,,1,,0,1,0,0,0,0,0,3,1
-7285303456684596088,,,,,,,,,,,,40,1
-7598255405068578149,19.00,usd,2,522013.0,0,0,0,2,0,0,0,1,0
-7598646994187963115,,,3,199222.66666666666,0,1,1,1,0,0,0,0,1
-7839838731765151164,30.00,usd,,,,,,,,,,0,1
-8024231299043199986,19.00,usd,3,446429.0,0,1,1,1,0,0,0,,
-8371186944629633400,180.00,usd,2,691203.0,0,1,0,1,0,0,0,1,2
-8444515822593172184,38.00,usd,1,658810.0,0,0,0,1,0,0,0,6,1
-8484871762360424819,19.00,usd,,,,,,,,,,6,1
-8723079345554983807,,,,,,,,,,,,11,1
-9147809916917369589,,,,,,,,,,,,16,2
-947704417090875878,,,,,,,,,,,,0,1
-996064513991203948,,,,,,,,,,,,5,2
1060557761400017323,,,2,140413.0,0,0,0,2,0,0,0,14,2
1061135002712656710,0.00,usd,4,315020.5,0,1,1,2,0,0,0,10,1
1300645339288559671,38.00,usd,5,340212.5,0,1,0,4,0,0,0,9,1
1505539045236572381,9.00,usd,,,,,,,,,,0,1
155770122975876916,179.99,usd,5,301240.6666666667,0,1,0,4,0,0,0,5,3
1626382287530782779,40.00,usd,,,,,,,,,,,
1744691283100884415,79.00,usd,,,,,,,,,,2,0
1774213039452356781,50.00,usd,2,216054.0,0,0,0,2,0,0,0,32,1
1805616663144470256,9.00,usd,,,,,,,,,,6,1
2127403096228046836,9.00,usd,,,,,,,,,,0,1
2141308365653739303,19.00,usd,2,331232.0,0,0,0,2,0,0,0,29,3
223930185602739948,,,1,309627.0,0,1,0,0,0,0,0,7,0
2386115218059580131,9.00,usd,1,270020.0,0,0,0,1,0,0,0,7,4
2571324092293110290,25.00,usd,7,368438.8333333333,0,2,1,4,0,0,0,6,6
2646383053896753210,45.00,usd,,,,,,,,,,,
3029667365172576767,50.00,usd,,,,,,,,,,,
3152411689448505297,15.00,usd,,,,,,,,,,27,0
3339360601582214416,,,,,,,,,,,,1,0
3436693178857856598,,,1,694808.0,0,0,0,1,0,0,0,9,1
3561932840514308575,120.00,usd,4,597613.0,0,1,0,3,0,0,0,9,1
356664530452398055,117.70,usd,2,286234.5,0,1,0,1,0,0,0,0,2
3574379801730910777,38.00,usd,1,,0,0,1,0,0,0,0,6,2
3594178435106459778,19.00,usd,1,579608.0,0,0,0,1,0,0,0,7,0
3612967746118323197,19.00,usd,3,256838.66666666666,0,0,0,3,0,0,0,3,1
3708023298591402039,19.00,usd,5,478829.0,0,1,0,4,0,0,0,21,1
3822291751260951520,0.00,usd,4,252009.0,0,0,0,4,0,0,0,7,0
4139592659027390632,,,1,,0,1,0,0,0,0,0,0,2
4422205338091879584,15.00,usd,,,,,,,,,,0,1
4944273355200361872,,,1,680431.0,0,0,0,1,0,0,0,1,1
5399683640601887068,19.00,usd,1,698425.0,0,0,0,1,0,0,0,33,1
5418977887066694950,25.00,usd,5,471635.25,0,2,1,2,0,0,0,20,1
548161232367600968,19.00,usd,,,,,,,,,,2,1
5545736870045815163,0.00,usd,1,144011.0,0,0,0,1,0,0,0,0,1
5645890073389065562,,,1,280840.0,0,0,0,1,0,0,0,0,1
5675733233776955893,18.00,usd,,,,,,,,,,,
5838572605789196900,,,2,199834.5,0,1,0,1,0,0,0,1,1
5875398744449284452,15.00,usd,2,648027.0,0,1,0,1,0,0,0,56,3
6208972070213361446,,,1,252021.0,0,0,0,1,0,0,0,,
6262479587276845707,,,2,360002.0,0,0,0,2,0,0,0,,
6369783891265297215,25.00,usd,,,,,,,,,,8,1
6396315359357646124,,,,,,,,,,,,6,1
64271158833260539,50.00,usd,2,568835.0,0,0,0,2,0,0,0,,
6830188089428907435,19.00,usd,1,183620.0,0,0,0,1,0,0,0,,
694604048071996021,25.00,usd,,,,,,,,,,,
6948843717930395695,38.00,usd,1,421223.0,0,0,0,1,0,0,0,33,2
7082736852403615731,,,1,676857.0,0,0,0,1,0,0,0,2,1
7123417410386245806,,,3,142220.5,0,0,1,2,0,0,0,5,0
717644550934553902,19.00,usd,1,,0,1,0,0,0,0,0,,
7365546244148151371,300.00,usd,,,,,,,,,,0,2
7433132941647981179,75.00,usd,1,75653.0,0,0,0,1,0,0,0,3,0
7610864087041343202,,,2,482413.0,0,1,0,1,0,0,0,0,1
7792435690308774830,,,1,619259.0,0,0,0,1,0,0,0,16,0
7984071057183839897,,,1,,0,0,0,1,0,0,0,1,3
8022813051139782838,,,,,,,,,,,,0,4
8086120305034854652,30.00,usd,,,,,,,,,,2,0
8097614548430432308,19.00,usd,,,,,,,,,,,
8308351106897639824,,,1,183614.0,0,0,1,0,0,0,0,,
8401070199253262905,0.00,usd,1,216024.0,0,1,0,0,0,0,0,9,1
869880217435235760,30.00,usd,3,410448.0,0,1,0,2,0,0,0,0,2
8723114792671728115,15.00,usd,,,,,,,,,,,
8791345273393852373,19.00,usd,2,396036.0,0,0,0,2,0,0,0,,
8832805246890291986,38.00,usd,3,471610.5,0,0,0,3,0,0,0,34,1
8922615679306732520,18.00,usd,,,,,,,,,,11,0
9038767138696679170,9.00,usd,1,97247.0,0,0,0,1,0,0,0,2,0
9168402036037387672,,,1,568836.0,0,0,0,1,0,0,0,0,1
992018644338138502,9.00,usd,1,,0,0,0,1,0,0,0,2,1
-1022590159074889755,,,,,,,,,,,,12,2
-1195788420869914848,,,,,,,,,,,,6,0
-1209333696784360791,,,2,50426.0,0,0,0,2,0,0,0,0,1
-1665250841884251871,60.00,usd,2,291609.5,0,0,0,2,0,0,0,2,0
-1931087555842207177,,,1,,0,0,0,1,0,0,0,0,1
-2352252033519608895,19.00,usd,2,356418.0,0,0,0,2,0,0,0,7,1
-2424201981030087585,19.00,usd,,,,,,,,,,8,1
-2561552552569551538,190.00,usd,1,,0,0,0,1,0,0,0,4,0
-2582856271734589472,9.00,usd,,,,,,,,,,,
-2742928043596459748,60.00,usd,1,100828.0,0,0,0,1,0,0,0,6,2
-275137395749276794,9.00,usd,1,313242.0,0,0,0,1,0,0,0,8,1
-2862480349806098468,90.00,usd,3,493219.6666666667,0,1,0,2,0,0,0,22,1
-2935792757396779209,15.00,usd,5,326181.6,1,2,0,2,0,0,0,26,0
-2992813322784754450,,,1,32416.0,0,0,1,0,0,0,0,0,1
-2993281348190054393,19.00,usd,,,,,,,,,,,
-3161801153797740463,,,,,,,,,,,,2,3
-3213929914905749245,,,1,241203.0,0,1,0,0,0,0,0,,
-328242239790208633,9.00,usd,4,446418.5,0,1,0,3,0,0,0,0,1
-347981078047659678,,,,,,,,,,,,11,0
-3486360683638165059,0.00,usd,,,,,,,,,,10,0
-3588352888363898399,19.00,usd,2,99010.0,0,0,0,2,0,0,0,,
-3617836219618397803,,,3,194433.0,0,2,0,0,1,0,0,0,1
-3728013911288272739,,,,,,,,,,,,0,1
-3743175227956920901,15.00,usd,5,431317.4,0,1,0,4,0,0,0,8,0
-3750543684858538977,,,1,,0,1,0,0,0,0,0,11,0
-3832792879733840799,19.00,usd,1,,0,0,1,0,0,0,0,0,2
-3840226266040677563,,,,,,,,,,,,9,1
-3853422060208808831,150.00,usd,,,,,,,,,,18,0
-4012030389226829676,19.00,usd,,,,,,,,,,,
-4253994565458062650,,,1,687608.0,0,0,0,1,0,0,0,10,1
-473882482299353553,38.00,usd,1,169213.0,0,0,0,1,0,0,0,,
-4797655186454410746,9.00,usd,1,,0,0,1,0,0,0,0,4,0
-4941576233340283710,,,1,,0,0,0,1,0,0,0,1,2
-5260282950703297521,0.00,usd,4,176433.5,0,1,0,3,0,0,0,4,4
-5300661725196991553,147.87,usd,2,493234.0,0,0,1,1,0,0,0,11,1
-5321615744147042355,9.00,usd,,,,,,,,,,5,0
-5708094225084617718,,,,,,,,,,,,2,0
-5732067964267688955,58.00,usd,1,90006.0,0,0,0,1,0,0,0,0,3
-58029936085429791,30.00,usd,1,658831.0,0,1,0,0,0,0,0,3,1
-584088246147042517,18.00,usd,3,64855.0,0,1,0,2,0,0,0,4,3
-5886448933412098321,,,2,313221.0,0,1,0,1,0,0,0,30,1
-5899447309664434065,50.00,usd,4,373220.0,1,0,0,2,1,0,0,19,2
-5931734981194087937,15.00,usd,1,18055.0,0,0,0,1,0,0,0,12,0
-5991246997867440266,,,,,,,,,,,,0,1
-6118726225460957537,15.00,usd,3,221418.0,0,1,1,1,0,0,0,8,3
-619172755240953196,,,,,,,,,,,,14,3
-6716381233447397768,90.00,usd,1,75631.0,0,0,0,1,0,0,0,3,2
-6746205229043809041,30.00,usd,1,471653.0,0,0,0,1,0,0,0,17,5
-6809132911722598186,25.00,usd,3,362429.0,0,2,0,1,0,0,0,2,1
-6952038622678428923,9.00,usd,2,568816.5,0,0,1,1,0,0,0,0,2
-7102157434214711753,30.00,usd,2,257439.0,0,0,1,1,0,0,0,2,1
-7191150304154493546,,,2,387026.0,0,0,0,2,0,0,0,0,1
-7311556200470143336,0.00,usd,,,,,,,,,,0,2
-7426159028456861383,,,1,298854.0,0,0,0,1,0,0,0,,
-7614093012416343659,19.00,usd,,,,,,,,,,0,1
-7829176902019162719,,,1,302458.0,0,0,1,0,0,0,0,,
-7900759457009494494,19.00,usd,1,576009.0,0,0,0,1,0,0,0,1,0
-8143215207783840350,49.00,usd,2,363626.0,0,0,0,2,0,0,0,3,2
-8543733704932240685,9.00,usd,3,168031.33333333334,0,0,0,3,0,0,0,0,1
-8634013293706717901,,,2,183628.0,0,2,0,0,0,0,0,0,1
-8679036797455446872,,,1,18047.0,0,0,0,1,0,0,0,0,1
-8754671042368917347,90.00,usd,2,244845.0,0,0,1,1,0,0,0,2,0
-8993361312920040848,,,,,,,,,,,,13,3
-9130427959651332528,19.00,usd,1,,0,0,0,1,0,0,0,0,2
-974037253986638481,,,,,,,,,,,,2,1
1270277137883554183,15.00,usd,,,,,,,,,,0,1
1286662494802089687,200.00,usd,3,401433.0,0,1,1,1,0,0,0,10,1
1384909090611866857,9.00,usd,,,,,,,,,,0,1
1403384673102982576,30.00,usd,5,354633.5,0,3,1,1,0,0,0,17,2
1557310686209714297,360.00,usd,5,509783.8,0,2,1,2,0,0,0,7,0
1577355751438564161,38.00,usd,4,142233.5,1,0,0,3,0,0,0,,
1590985302015124796,,,1,597627.0,0,1,0,0,0,0,0,6,2
1696418067581946455,100.00,usd,3,451847.0,0,2,0,1,0,0,0,4,0
1787406983461851426,190.00,usd,1,280822.0,0,0,0,1,0,0,0,3,0
1851399155045903742,185.60,usd,1,,0,0,1,0,0,0,0,0,2
1876724674416549685,9.00,usd,,,,,,,,,,14,0
1995395989362773124,19.00,usd,3,46807.0,0,0,0,3,0,0,0,0,1
207213642758148261,57.00,usd,,,,,,,,,,18,3
2368968400140361161,19.00,usd,2,225002.5,0,0,1,1,0,0,0,,
2498095432080274763,,,2,277210.0,0,1,1,0,0,0,0,0,2
2594009373488998843,,,,,,,,,,,,10,0
26273285121284108,90.00,usd,2,167446.5,0,0,0,2,0,0,0,1,1
2786323140859722131,19.00,usd,2,658827.0,0,1,1,0,0,0,0,0,2
2843914202933473820,9.00,usd,1,169241.0,0,0,0,1,0,0,0,9,1
3099580242634555686,38.00,usd,1,309651.0,0,1,0,0,0,0,0,0,2
3159596845159588054,9.50,usd,7,234031.6,0,0,0,6,1,0,0,10,0
3223941749084803449,45.00,usd,3,464422.6666666667,0,0,0,3,0,0,0,2,1
3267533722652259850,50.00,usd,3,68423.0,0,2,0,1,0,0,0,11,2
3544005169620995225,50.00,usd,2,306012.0,0,0,0,2,0,0,0,0,2
3652421125213103786,9.00,usd,,,,,,,,,,,
3815219940430158449,9.00,usd,,,,,,,,,,,
4012612403785059833,,,1,320408.0,0,0,0,1,0,0,0,1,0
408238983355985795,,,3,324009.5,0,1,0,2,0,0,0,7,1
4224309133347300514,9.00,usd,,,,,,,,,,,
4391304003336668194,9.00,usd,2,,0,0,0,2,0,0,0,0,1
4464985597297208164,38.00,usd,,,,,,,,,,11,2
4514205224711165912,,,1,201633.0,0,0,0,1,0,0,0,0,1
4601232184520033775,,,2,160240.5,0,1,0,1,0,0,0,,
4686806899103954217,15.00,usd,2,,0,2,0,0,0,0,0,32,1
4687583430293201076,125.00,usd,2,381607.0,0,2,0,0,0,0,0,2,0
4772736683107412839,38.00,usd,,,,,,,,,,5,2
5085195864022874736,,,2,165622.0,0,2,0,0,0,0,0,8,2
5597308612004505713,19.00,usd,,,,,,,,,,,
5598965943015823836,9.00,usd,,,,,,,,,,26,1
5712550831498987815,9.00,usd,2,336625.5,0,0,1,1,0,0,0,0,2
6005020016413370273,15.00,usd,,,,,,,,,,5,0
6092890381184955075,,,1,680418.0,0,0,0,1,0,0,0,0,1
6105804231711139772,49.00,usd,1,324040.0,0,0,0,1,0,0,0,,
6373002640496109609,15.00,usd,1,,0,0,0,1,0,0,0,,
6373378445708835886,,,1,388813.0,0,0,0,1,0,0,0,19,1
6648081737953516426,,,2,626436.0,0,2,0,0,0,0,0,29,1
6714864734220692450,19.00,usd,1,,0,0,0,1,0,0,0,20,2
6846143098503204063,98.00,usd,3,417624.0,0,2,0,1,0,0,0,,
6862950756305290488,18.00,usd,5,244820.5,0,2,0,3,0,0,0,,
6937421245291390361,19.00,usd,3,208821.0,0,1,0,2,0,0,0,,
7045870691313595880,9.00,usd,1,100843.0,0,1,0,0,0,0,0,9,0
7225552415720496073,,,1,349225.0,0,0,0,1,0,0,0,0,2
7296143980914786812,9.00,usd,1,435653.0,0,0,0,1,0,0,0,0,1
7299354995699837638,57.00,usd,1,,0,0,0,1,0,0,0,11,3
7307318098255783286,15.00,usd,1,500419.0,0,0,1,0,0,0,0,46,2
7531522735020621457,0.00,usd,4,554424.0,0,3,0,1,0,0,0,5,0
7672955444520676389,29.00,usd,,,,,,,,,,8,0
7714619328307717188,,,1,309644.0,0,0,0,1,0,0,0,27,0
7718377848675816459,,,2,88231.5,0,1,1,0,0,0,0,0,1
7800017094346264063,,,1,100831.0,0,0,0,1,0,0,0,2,0
7897350896041199123,18.00,usd,,,,,,,,,,15,0
7951917762976612450,99.00,usd,,,,,,,,,,13,1
7958935785458832999,49.00,usd,,,,,,,,,,6,2
7972922961100870392,0.00,usd,1,,0,0,0,1,0,0,0,0,1
8034651871266693712,19.00,usd,,,,,,,,,,,
8149810643957000390,,,1,,0,0,0,1,0,0,0,,
8424216341128581388,,,2,390634.5,0,0,1,1,0,0,0,30,0
8432354199913337256,25.00,usd,3,306027.0,0,0,0,3,0,0,0,0,3
8436215005023456221,,,2,,0,1,0,1,0,0,0,0,1
8629567032908453794,9.00,usd,,,,,,,,,,,
8699603936680548062,50.00,usd,1,360032.0,0,0,0,1,0,0,0,,
882933627734586348,9.00,usd,1,187258.0,0,0,0,1,0,0,0,,
9082675074464561207,19.00,usd,1,248427.0,0,0,0,1,0,0,0,,
938137569609088835,,,2,538207.0,0,0,0,2,0,0,0,0,1
-1032887857889204933,54.00,usd,1,,0,0,0,1,0,0,0,7,1
-1167184726824988379,38.00,usd,2,286221.0,0,1,0,1,0,0,0,0,4
-1218323858177632664,,,1,,0,1,0,0,0,0,0,9,0
-1507842371211628737,29.00,usd,,,,,,,,,,,
-1525148820676223449,,,2,176449.0,0,0,0,1,1,0,0,0,2
-1565329977541342804,9.00,usd,1,360044.0,0,0,0,1,0,0,0,8,1
-1768433075448903937,11.01,usd,4,393641.3333333333,0,0,0,4,0,0,0,9,1
-1796737249927975093,90.00,usd,,,,,,,,,,12,0
-1866494318604489497,,,3,289227.6666666667,0,2,1,0,0,0,0,25,2
-20201880597651938,,,,,,,,,,,,8,0
-2047671381095535795,19.00,usd,1,277208.0,0,0,0,1,0,0,0,5,2
-2326305731193826305,,,,,,,,,,,,8,1
-2499615400327806881,75.00,usd,3,346821.3333333333,0,1,0,2,0,0,0,36,3
-282819822519830388,9.00,usd,1,662458.0,0,0,0,1,0,0,0,,
-3073226180640565886,18.00,usd,,,,,,,,,,,
-3391832481223145396,15.00,usd,1,640818.0,0,0,0,1,0,0,0,0,2
-3603605022796739610,15.00,usd,2,196250.0,0,0,1,1,0,0,0,0,1
-3622848629663923568,,,1,115228.0,0,0,0,1,0,0,0,,
-3786940398172347690,180.00,usd,2,250241.0,0,0,0,2,0,0,0,,
-3999687580307370476,,,2,109807.5,0,1,0,1,0,0,0,0,3
-4016421477746655330,50.00,usd,1,172813.0,0,0,0,1,0,0,0,0,1
-4032023020464515517,90.00,usd,,,,,,,,,,7,3
-4062546618756071144,19.00,usd,2,244801.0,0,1,0,1,0,0,0,0,1
-4117009371240951816,,,,,,,,,,,,5,0
-4130602997825742880,19.00,usd,2,554414.0,0,1,0,1,0,0,0,30,0
-4213917779908136400,,,1,25242.0,0,1,0,0,0,0,0,,
-4380068592566478021,30.00,usd,1,417619.0,0,0,0,1,0,0,0,0,1
-4704109486794118021,19.00,usd,,,,,,,,,,0,1
-4809174221905046185,75.00,usd,5,368129.0,0,0,1,4,0,0,0,17,1
-4821649830851436324,19.00,usd,3,374414.0,0,1,0,2,0,0,0,2,0
-4865743733102471314,9.00,usd,,,,,,,,,,,
-5274575886590390254,19.00,usd,2,675026.5,0,0,1,1,0,0,0,,
-5347894594008893565,9.00,usd,1,,0,1,0,0,0,0,0,4,0
-5462721590999428468,49.00,usd,2,495053.5,0,1,0,1,0,0,0,30,1
-5558899880965105329,19.00,usd,3,310839.3333333333,0,0,1,2,0,0,0,,
-5661922047549480239,19.00,usd,1,,0,0,0,1,0,0,0,1,1
-567590185546834230,90.00,usd,4,320421.3333333333,0,1,0,3,0,0,0,3,1
-5766186107295769624,30.00,usd,,,,,,,,,,,
-6084632313016530880,3.65,usd,,,,,,,,,,,
-6449918451484281986,19.00,usd,1,403223.0,0,1,0,0,0,0,0,4,1
-6668852915783933791,,,,,,,,,,,,13,2
-6920039207477506329,15.00,usd,1,648017.0,0,0,0,1,0,0,0,4,1
-7065933740474115948,,,1,720019.0,0,0,1,0,0,0,0,0,1
-708628729666875967,19.00,usd,,,,,,,,,,4,0
-7125809661748625437,29.00,usd,1,324014.0,0,0,1,0,0,0,0,0,1
-7219971332769345380,18.00,usd,,,,,,,,,,13,2
-7542286553486905747,0.00,usd,2,7255.0,0,0,0,2,0,0,0,0,1
-7543383565101686438,18.00,usd,1,,0,0,0,1,0,0,0,6,2
-7572130320996186438,,,3,471651.0,0,0,0,3,0,0,0,0,1
-7845657894104699953,100.00,usd,4,383423.25,0,1,0,3,0,0,0,32,2
-8015665567654903675,,,,,,,,,,,,9,0
-8054482876446621116,15.00,usd,,,,,,,,,,0,1
-8345290940555088532,19.00,usd,3,169231.0,1,1,0,1,0,0,0,0,1
-8464269037277092897,30.00,usd,,,,,,,,,,14,0
-8549104942947439051,9.00,usd,1,410407.0,0,1,0,0,0,0,0,2,1
-8595193186847708638,15.00,usd,1,410451.0,0,0,0,1,0,0,0,18,0
-8615975400769156001,59.00,usd,1,619245.0,0,1,0,0,0,0,0,7,1
-8625112397062390389,19.00,usd,1,,0,0,0,1,0,0,0,3,0
-8758378727945093281,90.00,usd,4,576018.5,0,1,1,2,0,0,0,13,1
-8810420854688877251,,,1,100837.0,1,0,0,0,0,0,0,0,1
